No.,식품명,제조사,조사년도,식품분류,식품군,식품코드,자료원,1회제공량,에너지(Kcal),단백질,지질,탄수화물,총당류,나트륨,콜레스테롤,총 포화 지방산,트랜스 지방산
1017,또띨라칩 오리지날,키즈웰,2017,가공식품,"과자류, 빵류 또는 떡류",P10450,식약처(가공식품)NFPF,30g,45,0.6,2.1,6,0.15,36,0,-,0.06
1018,또띨라칩스 솔티드 나쵸,㈜씨티트레이딩,2017,가공식품,"과자류, 빵류 또는 떡류",P10451,식약처(가공식품)NFPF,30g,43.2,0.49,1.89,5.87,0,27,0,-,0
1019,또띨라칩스 치즈맛 나쵸,㈜씨티트레이딩,2017,가공식품,"과자류, 빵류 또는 떡류",P10452,식약처(가공식품)NFPF,30g,46.17,0.54,2.47,5.17,0.22,25.2,0,-,0
1020,라라 타코야키 옥토푸스 플레이버드 스넥,반타스 카고 & 트래이딩,2017,가공식품,"과자류, 빵류 또는 떡류",P10453,식약처(가공식품)NFPF,30g,52.8,0.3,3.6,4.8,0.9,57,0,-,0
1021,라라 피쉬 크래커,반타스 카고 & 트래이딩,2017,가공식품,"과자류, 빵류 또는 떡류",P10454,식약처(가공식품)NFPF,30g,43.38,0.9,1.62,6.3,2.52,149.4,0,-,0
1022,라라 피쉬 크래커 솔트 & 비니거,반타스 카고 & 트래이딩,2017,가공식품,"과자류, 빵류 또는 떡류",P10455,식약처(가공식품)NFPF,30g,29.52,0.54,1.44,6.3,2.88,25.56,0,-,0
1023,라라 피쉬 크래커,케이피라인㈜,2017,가공식품,"과자류, 빵류 또는 떡류",P10456,식약처(가공식품)NFPF,30g,11.88,0.36,0.54,1.8,0.18,45,0,-,0
1024,라이스 크래커 엠 27,훼밀리인터내셔날,2017,가공식품,"과자류, 빵류 또는 떡류",P10472,식약처(가공식품)NFPF,30g,28.5,0.6,0,6.6,0.3,51,0,0,0
1025,라이스 크리스피 트리트,㈜코스트코코리아,2017,가공식품,"과자류, 빵류 또는 떡류",P10473,식약처(가공식품)NFPF,30g,36.82,0.41,0.82,6.95,0.84,42.95,0,-,0.2
1026,라이스 크리스피 트리트스 CHOCOLATEY DRIZZLE,토요무역,2017,가공식품,"과자류, 빵류 또는 떡류",P10474,식약처(가공식품)NFPF,30g,40.91,0.41,1.23,6.95,3.27,38.86,0,-,0
1027,라이스 크리스피 트리트스 ORIGINAL,토요무역,2017,가공식품,"과자류, 빵류 또는 떡류",P10475,식약처(가공식품)NFPF,30g,36.82,0.41,0.82,6.95,3.27,42.95,0,-,0
1028,라이스 크리스피 트리트스 STRAWBERRY,토요무역,2017,가공식품,"과자류, 빵류 또는 떡류",P10476,식약처(가공식품)NFPF,30g,50.62,0.56,1.12,9,4.5,53.44,0,-,0
1029,라이스 크리스피 트리트스 버라이어티 팩 CHOCHLATEY DRIZZLE,미성패밀리,2017,가공식품,"과자류, 빵류 또는 떡류",P10477,식약처(가공식품)NFPF,30g,40.91,0.41,1.23,6.95,3.27,38.86,0,-,0
1030,라이스 크리스피 트리트스 버라이어티 팩 DOUBLE CHOCOLATEY CHUNK,미성패밀리,2017,가공식품,"과자류, 빵류 또는 떡류",P10478,식약처(가공식품)NFPF,30g,40.91,0.41,1.64,6.14,3.68,30.68,0,-,0
1031,라이스 크리스피 트리트스 버라이어티 팩 RAINBOW,미성패밀리,2017,가공식품,"과자류, 빵류 또는 떡류",P10479,식약처(가공식품)NFPF,30g,40.91,0.41,1.02,6.95,3.68,38.86,0,-,0
1032,라이스 크리스피 트리트스 오리지날,토요무역,2017,가공식품,"과자류, 빵류 또는 떡류",P10480,식약처(가공식품)NFPF,30g,36.82,0.41,0.82,6.95,3.27,42.95,0,-,0
1033,라이스 크리스피스 엘 카카오,보라티알,2017,가공식품,"과자류, 빵류 또는 떡류",P10481,식약처(가공식품)NFPF,30g,34.2,0.72,0.23,7.2,2.34,0,0,-,0
1034,라이스 크래커,로투스베이커리즈코리아㈜,2017,가공식품,"과자류, 빵류 또는 떡류",P10482,식약처(가공식품)NFPF,30g,33.6,0.6,0,7.8,0.6,45,0,0,0
1035,라이온 커피캔디,티디에프코리아,2017,가공식품,"과자류, 빵류 또는 떡류",P10483,식약처(가공식품)NFPF,10g,4.17,0,0.05,0.92,0.75,0,0,0,0
1036,라이트 칩 허니바베큐 맛,한국프링글스,2017,가공식품,"과자류, 빵류 또는 떡류",P10484,식약처(가공식품)NFPF,30g,36,0.47,0.98,6.65,0.78,78.26,0,0,0
1037,라임향 캔디,스위트문(sweet moon),2017,가공식품,"과자류, 빵류 또는 떡류",P10485,식약처(가공식품)NFPF,10g,3.75,0,0,0.94,0.75,1.25,0,0,0
1038,라차 쉬마이,미래무역,2017,가공식품,"과자류, 빵류 또는 떡류",P10487,식약처(가공식품)NFPF,30g,46.94,0.83,2.57,5.06,0.72,11.52,0,-,0
1039,라카도락구,에코푸드,2017,가공식품,"과자류, 빵류 또는 떡류",P10488,식약처(가공식품)NFPF,30g,41.25,0.9,1.18,6.73,2,12.5,0,-,0
1040,락카도라꾸,㈜제이투코리아,2017,가공식품,"과자류, 빵류 또는 떡류",P10489,식약처(가공식품)NFPF,30g,42.43,1.03,1.29,6.69,1.29,12.86,0,-,0
1041,락카아메 땅콩사탕,이랜드리테일,2017,가공식품,"과자류, 빵류 또는 떡류",P10490,식약처(가공식품)NFPF,10g,4.2,0.07,0.07,0.87,0.75,0.93,0,-,0
1042,람베르츠 20 배리에이션,㈜씨티트레이딩,2017,가공식품,"과자류, 빵류 또는 떡류",P10491,식약처(가공식품)NFPF,30g,45.72,0.58,2.27,5.69,2.66,14.4,0,-,0
1043,람베르츠 엑스퀴지트,㈜씨티트레이딩,2017,가공식품,"과자류, 빵류 또는 떡류",P10492,식약처(가공식품)NFPF,30g,46.17,0.51,2.39,5.44,2.66,11.74,0,-,0
1044,람베르츠 초콜릿 쿠키,㈜씨티트레이딩,2017,가공식품,"과자류, 빵류 또는 떡류",P10493,식약처(가공식품)NFPF,30g,46.17,0.55,2.39,5.56,3.17,13.7,0,-,0
1045,랑구리 바닐라향 크림 샌드,예스통상,2017,가공식품,"과자류, 빵류 또는 떡류",P10494,식약처(가공식품)NFPF,30g,47.81,0.59,2.53,5.62,2.78,15.47,4.22,-,0.06
1046,랑구리 초코 크림 샌드,예스통상,2017,가공식품,"과자류, 빵류 또는 떡류",P10495,식약처(가공식품)NFPF,30g,50.62,0.68,2.81,5.62,2.78,14.06,3.66,-,0.14
1047,랑팅 자궁 바카르,하나,2017,가공식품,"과자류, 빵류 또는 떡류",P10496,식약처(가공식품)NFPF,30g,43.2,0.36,2.16,4.68,0.72,8.28,0,-,0
1048,럭셔리 쇼트브레드,㈜예닮씨앤씨,2017,가공식품,"과자류, 빵류 또는 떡류",P10497,식약처(가공식품)NFPF,30g,24.08,0.68,2.47,5.4,2.47,24.75,4.5,-,0
1049,럭셔리버터스카치 쇼트브레드,㈜예닮씨앤씨,2017,가공식품,"과자류, 빵류 또는 떡류",P10498,식약처(가공식품)NFPF,30g,46.58,0.45,2.47,5.62,2.7,36,4.5,-,0
1050,럭셔리웨이퍼 바닐라향 크림,㈜이마트,2017,가공식품,"과자류, 빵류 또는 떡류",P10499,식약처(가공식품)NFPF,30g,41.62,0.22,1.58,6.75,3.15,20.25,0,-,0
1051,럭셔리웨이퍼 초코 크림,㈜이마트,2017,가공식품,"과자류, 빵류 또는 떡류",P10500,식약처(가공식품)NFPF,30g,41.62,0.22,1.58,6.75,3.6,22.5,0,-,0
1052,럭셔리웨이퍼 카푸치노,㈜이마트,2017,가공식품,"과자류, 빵류 또는 떡류",P10501,식약처(가공식품)NFPF,30g,43.88,0.22,1.8,6.75,3.15,19.12,0,-,0
1053,럭키 덕키즈 캔디,루시카토,2017,가공식품,"과자류, 빵류 또는 떡류",P10502,식약처(가공식품)NFPF,10g,4,0,0,1,0.75,0,0,0,0
1054,럭키 참스,㈜코스트코코리아,2017,가공식품,"과자류, 빵류 또는 떡류",P10503,식약처(가공식품)NFPF,30g,36.67,0.67,0.33,7.33,3.33,56.67,0,0,0.17
1055,럼향 태피,㈜에버그린프렌즈,2017,가공식품,"과자류, 빵류 또는 떡류",P10504,식약처(가공식품)NFPF,30g,35.36,0,0.64,7.07,4.5,54.64,0,-,0
1056,레돈도 럭셔리 크림 바닐라향 웨이퍼,이멕스무역,2017,가공식품,"과자류, 빵류 또는 떡류",P10505,식약처(가공식품)NFPF,30g,41.22,0.3,1.5,6.63,3.24,20.4,0,-,0
1057,레돈도 럭셔리 크림 웨이퍼,이멕스무역,2017,가공식품,"과자류, 빵류 또는 떡류",P10506,식약처(가공식품)NFPF,30g,42,0.3,1.5,6.54,3.27,23.4,0,-,0
1058,레돈도 럭셔리 크림 웨이퍼 딸기&크림맛,이멕스무역,2017,가공식품,"과자류, 빵류 또는 떡류",P10507,식약처(가공식품)NFPF,30g,42,0.3,1.5,6.81,3.63,22.77,0,-,0
1059,레돈도 럭셔리 크림 초코 웨이퍼,이멕스무역,2017,가공식품,"과자류, 빵류 또는 떡류",P10508,식약처(가공식품)NFPF,30g,43.2,0.32,1.58,6.7,3.46,22.32,0,-,0
1060,레돈도 럭셔리 크림 카푸치노향 웨이퍼,이멕스무역,2017,가공식품,"과자류, 빵류 또는 떡류",P10509,식약처(가공식품)NFPF,30g,54,0.29,1.62,6.7,3.17,20.16,0,-,0
1061,레드 미니 바스켓,㈜베이크플러스,2017,가공식품,"과자류, 빵류 또는 떡류",P10510,식약처(가공식품)NFPF,30g,25.5,0.6,0.72,4.2,1.5,7.2,0,-,0
1062,레드 미니 콘,㈜베이크플러스,2017,가공식품,"과자류, 빵류 또는 떡류",P10511,식약처(가공식품)NFPF,30g,24,0.3,0.72,4.2,0.25,7.2,0,-,0
1063,레드락델리 포테이토칩스 씨쏠트,롯데제과,2017,가공식품,"과자류, 빵류 또는 떡류",P10512,식약처(가공식품)NFPF,30g,44.1,0.6,2.1,5.7,0,42,0,-,0
1064,레몬 퍼프,펄세스인더스트리,2017,가공식품,"과자류, 빵류 또는 떡류",P10515,식약처(가공식품)NFPF,30g,46.8,0.36,2.16,6.12,1,34.2,0,-,0
1065,레몬 퐁당 쿠키,주식회사 신세계,2017,가공식품,"과자류, 빵류 또는 떡류",P10516,식약처(가공식품)NFPF,30g,46.35,0.59,2.3,5.8,3.22,11.25,4.05,-,0.03
1066,레몬 머링게파이향 태피,㈜에버그린프렌즈,2017,가공식품,"과자류, 빵류 또는 떡류",P10517,식약처(가공식품)NFPF,30g,35.36,0,0.64,7.07,4.5,54.64,0,-,0
1067,레몬에이드향 타피,㈜씨믹스 ,2017,가공식품,"과자류, 빵류 또는 떡류",P10518,식약처(가공식품)NFPF,30g,36.43,0,0.43,8.14,4.71,0,0,0,0
1068,레몬향 캔디,스위트문(sweet moon),2017,가공식품,"과자류, 빵류 또는 떡류",P10519,식약처(가공식품)NFPF,10g,3.75,0,0,0.94,0.52,1.25,0,0,0
1069,레몬향 퍼프 비스킷,일신국제무역,2017,가공식품,"과자류, 빵류 또는 떡류",P10520,식약처(가공식품)NFPF,30g,45.3,0.6,2.1,6,1.8,40.5,0.6,-,0
1070,레몬향 샌드위치 비스킷,㈜제이투코리아,2017,가공식품,"과자류, 빵류 또는 떡류",P10521,식약처(가공식품)NFPF,30g,43.55,0.58,2.03,5.81,2.61,40.65,0,-,0
1071,레몬향 크림 큐브 와퍼,일신국제무역,2017,가공식품,"과자류, 빵류 또는 떡류",P10522,식약처(가공식품)NFPF,30g,45.9,0.31,2.18,6.3,3.38,6.75,0.54,-,0
1072,레비시모 크래커,티디에프코리아,2017,가공식품,"과자류, 빵류 또는 떡류",P10523,식약처(가공식품)NFPF,30g,40.5,1.29,1.32,5.79,0,45,0,-,0
1073,레스토랑 스타일 토티야 칩스,㈜코스트코코리아,2017,가공식품,"과자류, 빵류 또는 떡류",P10524,식약처(가공식품)NFPF,30g,46.61,0.64,2.57,5.14,0,48.21,0,-,0
1074,레스토랑스타일 또띠아 칩,제제파크㈜,2017,가공식품,"과자류, 빵류 또는 떡류",P10525,식약처(가공식품)NFPF,30g,43.8,0.6,1.8,6.3,0,15.9,0,-,0.3
1075,레알리 곡물 비스킷 클래식,㈜영인코프레이션,2017,가공식품,"과자류, 빵류 또는 떡류",P10526,식약처(가공식품)NFPF,30g,41.76,0.72,1.75,5.76,1.64,45.36,1.55,-,0
1076,레알리 엑티비,㈜영인코프레이션,2017,가공식품,"과자류, 빵류 또는 떡류",P10527,식약처(가공식품)NFPF,30g,40.68,0.72,1.8,5.4,1.37,27.9,0,-,0
1077,레어 치즈 쿠키,효성인터내셔널,2017,가공식품,"과자류, 빵류 또는 떡류",P10528,식약처(가공식품)NFPF,30g,51.11,0.39,3.21,5.14,2.57,0.96,0,-,0
1078,레이디 핑거즈 200g,㈜영인코프레이션,2017,가공식품,"과자류, 빵류 또는 떡류",P10529,식약처(가공식품)NFPF,30g,33.9,0.93,0.48,6.48,3.42,13.8,7.8,-,0
1079,레이디리버티 오트 앤 허니 크런치 그래놀라 바,훼밀리인터내셔날,2017,가공식품,"과자류, 빵류 또는 떡류",P10530,식약처(가공식품)NFPF,30g,40.71,0.86,1.29,6.21,2.36,34.29,0,-,0
1080,레이디리버티 피넛버터 크런치 그래놀라 바,훼밀리인터내셔날,2017,가공식품,"과자류, 빵류 또는 떡류",P10531,식약처(가공식품)NFPF,30g,45,1.07,1.5,6.43,2.36,40.71,0,-,0
1081,레이머 어니언 갈릭 크루통,㈜세방유통,2017,가공식품,"과자류, 빵류 또는 떡류",P10532,식약처(가공식품)NFPF,30g,39.6,0.86,1.73,5.4,0.5,131.4,0,-,0
1082,레이머 언시즌드 크루통,㈜세방유통,2017,가공식품,"과자류, 빵류 또는 떡류",P10533,식약처(가공식품)NFPF,30g,39.6,0.97,1.66,5.47,0.36,86.4,0,-,0
1083,레이머 치즈 크루통,㈜세방유통,2017,가공식품,"과자류, 빵류 또는 떡류",P10534,식약처(가공식품)NFPF,30g,39.6,0.94,1.69,5.22,0.86,136.8,0,-,0
1084,레이머 허브 크루통,㈜세방유통,2017,가공식품,"과자류, 빵류 또는 떡류",P10535,식약처(가공식품)NFPF,30g,39.6,0.83,1.73,5.29,0.54,135,0,-,0
1085,레이스 사우어크림 & 어니언맛 포테이토칩,예스통상,2017,가공식품,"과자류, 빵류 또는 떡류",P10536,식약처(가공식품)NFPF,30g,50.79,0.64,3.21,4.82,0.32,51.43,0,-,0
1086,레이스 솔트 앤드 비네갈,베스트글로벌푸드,2017,가공식품,"과자류, 빵류 또는 떡류",P10537,식약처(가공식품)NFPF,30g,48.21,0.64,3.21,4.82,0,122.14,0,-,0
1087,레이스 클래식 포테이토칩,예스통상,2017,가공식품,"과자류, 빵류 또는 떡류",P10538,식약처(가공식품)NFPF,30g,50.79,0.64,3.21,4.82,0,54.64,0,-,0
1088,레이즌 샌드,티디에프코리아,2017,가공식품,"과자류, 빵류 또는 떡류",P10539,식약처(가공식품)NFPF,30g,36,0.31,1.09,6.21,3.41,10.86,1.55,-,0
1089,레인블로팝,㈜삼원글로벌,2017,가공식품,"과자류, 빵류 또는 떡류",P10540,식약처(가공식품)NFPF,10g,3.75,0,0,0.94,0.75,0.62,0,0,0
1090,레인즈월넷 건포도 호두칩,삼립식품,2017,가공식품,"과자류, 빵류 또는 떡류",P10541,식약처(가공식품)NFPF,30g,48.96,0.49,2.47,6.43,0.83,59.34,0,-,0
1091,렉서스 초코렛크림 샌드위치,에코푸드,2017,가공식품,"과자류, 빵류 또는 떡류",P10542,식약처(가공식품)NFPF,30g,47.84,0.71,2.61,5.68,1.66,35.29,0,-,0
1092,렉서스 치즈크림 샌드위치,에코푸드,2017,가공식품,"과자류, 빵류 또는 떡류",P10543,식약처(가공식품)NFPF,30g,48.08,0.71,2.61,5.45,1.42,38.37,0,-,0
1093,렉서스 피넛버터 샌드위치,에코푸드,2017,가공식품,"과자류, 빵류 또는 떡류",P10544,식약처(가공식품)NFPF,30g,46.89,0.9,2.37,5.49,1.8,28.18,0,-,0
1094,렘빼엑 까짱,주식회사베스트푸드,2017,가공식품,"과자류, 빵류 또는 떡류",P10545,식약처(가공식품)NFPF,30g,40.5,0.9,1.5,6,2.1,30.6,0,-,0
1095,로드 화이트,혜진식품,2017,가공식품,"과자류, 빵류 또는 떡류",P10546,식약처(가공식품)NFPF,30g,57.66,0.56,3.94,5.34,2.53,8.72,0,-,0
1096,로디드 쵸코 필드바,우주통상,2017,가공식품,"과자류, 빵류 또는 떡류",P10547,식약처(가공식품)NFPF,30g,47.4,0.6,2.4,5.4,1.5,5.7,0,-,0
1097,로디드 화이트 쵸코향 필드바,우진무역,2017,가공식품,"과자류, 빵류 또는 떡류",P10548,식약처(가공식품)NFPF,30g,57.6,0.6,3.6,5.1,2.4,8.4,0,-,0
1098,로마 슬라이 올라이,주식회사베스트푸드,2017,가공식품,"과자류, 빵류 또는 떡류",P10549,식약처(가공식품)NFPF,30g,38.25,0.45,1.12,6.3,2.25,27,0,0,0
1099,로마 슬라이 올라이 파인애플,하나,2017,가공식품,"과자류, 빵류 또는 떡류",P10550,식약처(가공식품)NFPF,30g,38.25,0.45,1.12,6.53,2.47,33.08,0,0,0
1100,로아커 웨하스 샌드위치 밀크 바닐라,델리팜상사,2017,가공식품,"과자류, 빵류 또는 떡류",P10551,식약처(가공식품)NFPF,30g,46.08,0.72,2.16,5.76,2.52,11.88,0,-,0
1101,로아커웨하스 나폴리타너,델리팜상사,2017,가공식품,"과자류, 빵류 또는 떡류",P10552,식약처(가공식품)NFPF,30g,45.6,0.69,2.4,5.31,2.37,8.1,0,-,0
1102,로아커웨하스 레몬,델리팜상사,2017,가공식품,"과자류, 빵류 또는 떡류",P10553,식약처(가공식품)NFPF,30g,46.2,0.6,2.4,5.7,2.65,9.9,0,-,0
1103,로아커웨하스 아몬드,델리팜상사,2017,가공식품,"과자류, 빵류 또는 떡류",P10554,식약처(가공식품)NFPF,30g,44.4,0.99,2.4,4.8,2.7,14.4,0,-,0
1104,로아커웨하스 카푸치노,델리팜상사,2017,가공식품,"과자류, 빵류 또는 떡류",P10555,식약처(가공식품)NFPF,30g,45.3,0.9,2.4,5.4,2.4,15.6,0,-,0
1105,로아커웨하스 코코넛,델리팜상사,2017,가공식품,"과자류, 빵류 또는 떡류",P10556,식약처(가공식품)NFPF,30g,46.2,0.69,2.7,4.92,2.61,11.4,0,-,0
1106,로안느 어쏠트,티디에프코리아,2017,가공식품,"과자류, 빵류 또는 떡류",P10557,식약처(가공식품)NFPF,30g,46.93,0.96,2.25,5.46,2.89,13.82,2.89,-,0
1107,로얀단스크 대니쉬 버터쿠키,㈜이마트,2017,가공식품,"과자류, 빵류 또는 떡류",P10558,식약처(가공식품)NFPF,30g,45,0.6,2.2,5.8,2.4,11,6,-,0.1
1108,로얀단스크 대니쉬 쿠키 컬렉션,㈜이마트,2017,가공식품,"과자류, 빵류 또는 떡류",P10559,식약처(가공식품)NFPF,30g,46,0.6,2.4,5.6,2.2,11,0,-,0
1109,로얀단스크 버터 & 초코릿칩 쿠키,㈜이마트,2017,가공식품,"과자류, 빵류 또는 떡류",P10560,식약처(가공식품)NFPF,30g,45,0.6,2.2,5.8,2.6,11,4,-,0.02
1110,로얀단스크 오트 & 블루베리 쿠키,㈜이마트,2017,가공식품,"과자류, 빵류 또는 떡류",P10561,식약처(가공식품)NFPF,30g,45.9,0.54,2.34,5.58,2.52,30.6,2.7,-,0.05
1111,로얀단스크 오트 & 크랜베리 쿠키,㈜이마트,2017,가공식품,"과자류, 빵류 또는 떡류",P10562,식약처(가공식품)NFPF,30g,45.9,0.54,2.34,5.58,2.7,36,2.7,-,0.05
1112,로얀단스크 초콜릿칩 쿠키,㈜이마트,2017,가공식품,"과자류, 빵류 또는 떡류",P10563,식약처(가공식품)NFPF,30g,46.8,0.54,2.52,5.4,2.88,11.7,0,-,0.02
1113,로얄 브리티쉬 버터 쿠키,㈜제이투코리아,2017,가공식품,"과자류, 빵류 또는 떡류",P10564,식약처(가공식품)NFPF,30g,47.9,0.87,2.32,5.81,1.45,31.94,0,-,0
1114,로즈 레몬 민트 터키쉬 딜라이트,제이씨인터내셔날,2017,가공식품,"과자류, 빵류 또는 떡류",P10565,식약처(가공식품)NFPF,10g,3.86,0.02,0,0.96,0.6,0,0,0,0
1115,로즈마리 미니 플랫브래드,주식회사 신세계,2017,가공식품,"과자류, 빵류 또는 떡류",P10566,식약처(가공식품)NFPF,30g,39.6,0.9,1.2,6.3,0.3,84,0,-,0
1116,로즈마리 크래커,주식회사 신세계,2017,가공식품,"과자류, 빵류 또는 떡류",P10567,식약처(가공식품)NFPF,30g,40.8,0.87,1.5,5.7,0.24,81,0,-,0
1117,로즈마리 파마산 다운이스트 크래커,㈜티알에스코리아,2017,가공식품,"과자류, 빵류 또는 떡류",P10568,식약처(가공식품)NFPF,30g,34.5,0.9,0.9,5.7,0.6,66,3,-,0
1118,로즈향 터키쉬딜라이트,제이씨인터내셔날,2017,가공식품,"과자류, 빵류 또는 떡류",P10569,식약처(가공식품)NFPF,10g,3.72,0,0,0.93,0.6,0,0,0,0
1119,로터리 미니 수퍼,주식회사베스트푸드,2017,가공식품,"과자류, 빵류 또는 떡류",P10570,식약처(가공식품)NFPF,30g,40.5,0.45,1.58,5.85,0,85.5,0,-,0
1120,로투스 250G,로투스베이커리즈코리아㈜,2017,가공식품,"과자류, 빵류 또는 떡류",P10571,식약처(가공식품)NFPF,30g,45,0.6,1.8,6.6,3.3,34.2,0,-,0
1121,로투스 25 씽글팩,로투스베이커리즈코리아㈜,2017,가공식품,"과자류, 빵류 또는 떡류",P10572,식약처(가공식품)NFPF,30g,45,0.58,1.74,6.68,3.44,33.39,0,-,0
1122,로투스 씽글팩,로투스베이커리즈코리아㈜,2017,가공식품,"과자류, 빵류 또는 떡류",P10573,식약처(가공식품)NFPF,30g,43.84,0.48,1.72,6.58,3.44,34.46,0,-,0
1123,로투스 와플 크리스피,로투스베이커리즈코리아㈜,2017,가공식품,"과자류, 빵류 또는 떡류",P10574,식약처(가공식품)NFPF,30g,44.5,0.5,2,6.1,2.9,30,3.15,-,0
1124,로투스 트윈팩,로투스베이커리즈코리아㈜,2017,가공식품,"과자류, 빵류 또는 떡류",P10575,식약처(가공식품)NFPF,30g,43.67,0.47,1.73,6.53,3.4,33.33,0,-,0
1125,록캔디 블루 라즈베리향,루시카토,2017,가공식품,"과자류, 빵류 또는 떡류",P10576,식약처(가공식품)NFPF,10g,3.57,0,0,1,0.75,0,0,0,0
